id,pagefrom,title,description,sentanalyze,photolink,newslink
23,tengrinews,Юный режиссер из Актобе клеймит коррупционеров и мечтает покорить Голливуд,"Этому парню из Актобе всего 17 лет, но его научные и киноработы уже отметили на международных конкурсах. TengriMIX в рамках проекта ""Талантливые дети Казахстана"" знакомит с юношей, который твердо решил покорить Голливуд.  Айдар Турланов перешел в 12-й класс Назарбаев Интеллектуальной школы физико-математического направления. Он режиссер и сценарист.",1,https://mix.tn.kz/userdata/news/2019/news_372871/thumb_b/photo_285379.jpeg,https://mix.tn.kz/mixnews/yunyiy-rejisser-aktobe-kleymit-korruptsionerov-mechtaet-372871/
24,nur.kz,Женщина обворовала пятилетнего ребенка в Талдыкоргане,"Неприятный инцидент произошел 5 июля.  Как сообщили в полиции, женщина подошла к ребенку и якобы по поручению матери сняла с нее золотые серьги. После этого она скрылась в неизвестном направлении.  Стражи порядка в тот же день задержали подозреваемую. Ею оказалась 30-летняя жительница Талдыкоргана.  «Женщина вполне благополучна, работает в торговле, семейная, вместе с супругом воспитывает двух детей. Свой поступок она объяснить не может"", - сообщили в полиции. Сережки удалось найти в одном из ломбардов города. Украшения вернули законной владелице.  Подозреваемую на время расследования отпустили домой.",-1,https://netstorage-nur.akamaized.net/images/6666e2bb71498636.jpg?imwidth=900,https://www.nur.kz/1803458-zensina-obvorovala-patiletnego-rebenka-v-taldykorgane.html
25,tengrinews,Что такое интуитивное питание и как оно влияет на здоровье,"История человечества всегда была сопряжена с борьбой за выживание, в основе которой - добывание пищи. То, что мы с вами читаем эти строки, является свидетельством тому, что наши предки оказались успешными в этой борьбе, сумев в свое время добыть пищу в количествах, достаточных для выживания.  Сегодня в мире среднестатистический человек ежедневно потребляет около двух килограммов пищи. В течение жизни это означает приблизительно семьдесят тонн пищевых продуктов. В настоящее время в мире насчитывается более 2,1 миллиарда людей с избыточной массой тела в сравнении с лишь 850 миллионами, страдающими от недостаточности питания. Ожидается, что к 2030 году половина населения земного шара будет иметь избыточный вес. Ежегодно в мире недостаточность питания и голод приводят к смерти около миллиона людей, в то время как ожирение и связанные с ним хронические болезни убивают более 3 миллионов. Сегодня вместо проблемы добывания пищи приоритетным стало то, как правильно ограничить потребление пищи и некоторых ее компоненто",1,https://mix.tn.kz/userdata/news/2019/news_372841/thumb_b/photo_285170.jpg,https://mix.tn.kz/mixnews/chto-takoe-intuitivnoe-pitanie-i-kak-ono-vliyaet-na-zdorove-372841/
26,vlast.kz,«КазМунайГаз» поставил цель по достижению 100% безопасности на производстве,"В понедельник в столице состоялся V ежегодный форум генеральных директоров нацкомпании «КазМунайГаз». Мероприятие проводится с целью оценки текущего состояния охраны труда и окружающей среды в группе компаний «КазМунайГаз» и совершенствования культуры безопасности, сообщил департамент по связям с общественностью компании.  В работе форума приняли участие руководители КМГ и дочерних и зависимых организаций, представители ряда казахстанских и зарубежных компаний. Впервые для обсуждения задач компании и проблемных вопросов были приглашены представители подрядных организаций.  Председатель правления КМГ Алик Айдарбаев в ходе выступления на форуме отметил необходимость изменения культуры мышления и вовлеченности всех сотрудников в вопросы труда, промышленной безопасности и охраны окружающей среды. Кроме того, достижение нулевых показателей должно стать первоочередной целью для партнеров и подрядчиков компании. В текущем году планируется установить особый контроль за соблюдением ими норм ОТОС.",1,https://vlast.kz/media/pages/kl/1562040627xs11n_1000x768.jpg,https://vlast.kz/novosti/34162-kazmunajgaz-postavil-cel-po-dostizeniu-100-bezopasnosti-na-proizvodstve.html
27,nur.kz,"Қалыңдығына ашуланған қызылордалық күйеу жігіт ""Ұзату тойынан"" кетіп қалған","Ақмаралдың (ред. ескертпе кейіпкердердің аты өзгертілген) айтуынша, үлкен өмірге қадам басып жатқан бойжеткен өзінің немере сіңлісі екен. Оқу бітіріп, жұмыс істеп қалған Сұлушаш үшін ата-аналары біраз уақыт уайымдап жүрген екен. Алайда қыздары 27 жасында болашақ жары Дастанды кездестіріпті. Бір-бірін ұнатқан жастар көп ұзамай үйленетін болып шешкен.  ""Сұлушаштың жаңалығын барлығымыз қуана қабылдадық. Түр сымбаты келіскен сіңлімнің тұрмысқа шығып, бөлек отбасы болғанын тілейтін едім. Жолықтырған азаматы оқыған әрі ауқатты жердің баласы болып шықты. Екі тарап кездесіп, той күнін белгіледік. Сіңлімді қолдан ұазататын болғандықтан, дайындықты ертерек бастап кеттік. Сұлушаштың анасы бірден дүниесімен беретін болып шешті. Әулиет болып қаржылай көмектесіп, қолдау білдірдік"", - дейді қызылордалық келіншек. Сұлушаш үйінен ұзатылатын болған. Үйдің ауласына ұзынынан шатыр құрылып, келген қонақтарға ыңғайлы жағдай жасалыпты. Болашақ құдалар белгіленген уақыттан кешікпей келіп, қазақы салт-дәстүрлер ретімен жасалған екен.",1,https://netstorage-nur.akamaized.net/images/b8355e61fe7d6af7.jpg?imwidth=900,https://kaz.nur.kz/1803472-kalydygyna-asulangan-kyzylordalyk-kjeu-zigit-zatu-tojynan-ketip-kalgan.html
28,tengrinews,От главы союза казахской бедноты и батраков до депутата Верховного Совета СССР. О госдеятеле Абдысамете Казакпаеве,"В истории Казахстана есть много имен, достойных того, чтобы о них говорили. Одним из таких деятелей является сын потомственного казахского скотовода и председателя Президиума Верховного Совета Казахской ССР (1938—1947) Абдысамет Казакпаев.  Он родился в 1898 году в Карагандинской волости бывшего Атбасарского уезда в крестьянской семье. В 17-летнем возрасте, потеряв родителей, он рано повзрослел: началась самостоятельная жизнь.  В 1925 году Абдысамета уже избирают председателем аульного союза казахской бедноты и батраков ""Кошчи"", который он организовал в ауле № 2 Ишимской волости Акмолинского уезда Акмолинской губернии. Союз сыграл большую роль в переустройстве сельского хозяйства. Он был опорой в проведении таких крупных социально-экономических мероприятий, как земельно-водная реформа, передел пахотно-сенокосных угодий.",1,https://mix.tn.kz/userdata/news/2019/news_372795/thumb_b/photo_285120.jpg,https://mix.tn.kz/mixnews/glavyi-soyuza-kazahskoy-bednotyi-batrakov-deputata-372795/
29,nur.kz,Автобус врезался во внедорожник в Алматы: пострадали пассажиры (фото),"Инцидент произошел перед перекрестком с кольцевым движением по улице Сейфуллина на пересечении с Рыскулова.  Внедорожник остановился, чтобы пропустить движущийся в приоритетном направлении транспорт, в этот момент в него влетел автобус №34. Водитель общественного транспорта не успел среагировать и не затормозил.  Трех пассажирок автобуса отправили в больницу.  Полиция разбирается в произошедшем.",-1,https://netstorage-nur.akamaized.net/images/1a9c4302c39b06d1.jpg?imwidth=900,https://www.nur.kz/1803467-avtobus-vrezalsa-vo-vnedoroznik-v-almaty-postradali-passaziry-foto.html
30,tengrinews,"""Незабываемое детство в Семиречье"". Алматинка о любви к родному краю на конкурсе ""Слово о Родине""","Родина - это место, где ты вырос и куда тебе хочется вернуться, чтобы хотя-бы на время ощутить те эмоции, которые окружали тебя в детстве. Родина - это образ любимого дома, степи, горящей цветущими маками, звуки села или для кого-то - мелодичный стук едущего по рельсам трамвая, который слышно по утрам. TengriMIX в рамках литературного конкурса ""Слово о родине"" предлагает вам прочесть эссе Газизы Укубаевой из Семиречья.  28-летняя алматинка с отличием окончила бакалавриат КазНТУ имени Сатпаева по специальности ""безопасность жизнедеятельности и защита окружающей среды"" и магистратуру Алматинской академии экономики и статистики по специальности ""экономика"". Сейчас она работает менеджером отдела кадров в одной из частных фирм.",1,https://mix.tn.kz/userdata/news/2019/news_372714/thumb_b/photo_285107.png,https://mix.tn.kz/mixnews/nezabyivaemoe-detstvo-semireche-almatinka-lyubvi-rodnomu-372714/
31,nur.kz,20-летнего парня насмерть зажало между двумя авто в СТО Алматы,"Трагический инцидент произошел в Алатауском районе, на улице Карпатская.  По словам очевидцев, сотрудник персонала СТО хотел переставить автомобиль, стоявший на станции.  Он не заметил стоявшего позади машины коллегу. Сдавая задним ходом, сбил парня.  Молодого человека зажало между двумя автомобилями.  Он скончался на месте до приезда врачей.",-1,https://netstorage-nur.akamaized.net/images/52eb8f7937c99afe.jpg?imwidth=900,https://netstorage-nur.akamaized.net/images/52eb8f7937c99afe.jpg?imwidth=900
32,tengrinews,Как тренировки под правильно выбранную музыку влияют на здоровье,"Высокоинтенсивные интервальные тренировки (ВИТ) — это вид упражнений, который в последнее время стал очень популярным. Большинство упражнений ВИТ чередуют короткие фазы высокоинтенсивных упражнений с упражнениями средней и низкой интенсивности. Благодаря такому режиму вы можете эффективно и энергично позаниматься за относительно короткое время (это отлично подходит тем, кто ведет занятой образ жизни). Дело в том, что короткие ""взрывные"" физические нагрузки с интервалами отдыха оказывают почти такое же влияние на организм, как и длительные аэробные упражнения. В то время как, например, 30-минутный бег с умеренной скоростью благоприятно влияет на сердце, легкие и обмен веществ, ВИТ ""упаковывает"" такое благоприятное влияние лишь в несколько минут. Подробно о том, как следует выполнять ВИТ, рассказано на сайте vitalem.  ВИТ значительно увеличивает сердечный ритм и может способствовать повышенному сжиганию калорий (в особенности жировых), повышенной выносливости, поддержанию мышечной массы и ускоренному метаболизм",1,https://mix.tn.kz/userdata/news/2019/news_372748/thumb_b/photo_285050.jpg,https://mix.tn.kz/mixnews/trenirovki-pravilno-vyibrannuyu-muzyiku-vliyayut-zdorove-372748/
33,tengrinews,От корпешек до резьбы по дереву. Жительница Жамбылской области возрождает казахские ремесла,"Богатство - не обязательно материальное положение, а прежде всего ощущение того, что ты счастлив при любых обстоятельствах. Руководитель и идейный вдохновитель ОО ""Айналайын"" Айгуль Разакова счастлива от того, что обучила уже не одно поколение талантливых мастеров национальным ремеслам. TengriMIX в рамках проекта ""Выдающиеся учителя"" знакомит с жительницей Жамбылской области с большим сердцем и золотыми руками.  Талант обучать и вселять надежду в других передался Айгуль от родителей. В школе-интернате они давали знания детям из дальних аулов. Ученики месяцами не видели родных. Однако отсутствие родительской ласки не замечали, поскольку это им давали педагоги.",1,https://mix.tn.kz/userdata/news/2019/news_369611/thumb_b/photo_284011.png,https://mix.tn.kz/mixnews/korpeshek-rezbyi-derevu-jitelnitsa-jambyilskoy-oblasti-369611/
34,nur.kz,Знаменитое озеро горит в Каракалпакстане,"По их данным, огонь мог вспыхнуть после того, как в камыш, растущий в озере, попала молния – 4 июля в этом районе как раз бушевала гроза.  Водоем является местом обитания фламинго, диких лебедей и прочих водоплавающих редких птиц.  Как пишет nuz.uz, огонь охватил множество островов, где вьют свои гнезда и выращивают потомство птицы. Что теперь с ними будет, представить страшно.",-1,https://netstorage-nur.akamaized.net/images/16503bd97a1ab7d3.jpg?imwidth=900,https://www.nur.kz/1803464-znamenitoe-ozero-gorit-v-karakalpakstane.html
35,tengrinews,Как вид тренировок зависит от типа вашей личности,"Все знают, что физические упражнения полезны, но не все могут немедленно перейти к действиям и превратить их выполнение в привычку.  Одной из причин может быть отсутствие мотивации или дисциплины, однако существует еще один существенный фактор – возможно, вы просто еще не нашли тот тип упражнений, который лучше всего отвечает именно вашим потребностям и подходит именно вам.  Чем лучше мы себя знаем, тем легче сформировать новые привычки, которые будут работать именно на нас  Итак, первый шаг к тому, чтобы больше тренироваться, - это понимание своих индивидуальных особенностей. Только так вы сможете выбрать упражнения, которые подойдут вам наилучшим образом, действительно принесут вам удовольствие, счастье и радость, а также сохранят мотивацию следовать новым привычкам в долгосрочной перспективе.",1,https://mix.tn.kz/userdata/news/2019/news_372669/thumb_b/photo_284957.jpg,https://mix.tn.kz/mixnews/kak-vid-trenirovok-zavisit-ot-tipa-vashey-lichnosti-372669/
